Vardas              Pavarde                  Galutinis 
Vardas95876         Pavarde95876             7.88      
Vardas95877         Pavarde95877             7.05      
Vardas9588          Pavarde9588              6.28      
Vardas95880         Pavarde95880             6.29      
Vardas95881         Pavarde95881             6.73      
Vardas95883         Pavarde95883             5.44      
Vardas95884         Pavarde95884             8.59      
Vardas95885         Pavarde95885             5.60      
Vardas95886         Pavarde95886             8.16      
Vardas95887         Pavarde95887             6.60      
Vardas95889         Pavarde95889             8.08      
Vardas9589          Pavarde9589              7.29      
Vardas95891         Pavarde95891             5.53      
Vardas95896         Pavarde95896             7.89      
Vardas95897         Pavarde95897             8.03      
Vardas95899         Pavarde95899             7.96      
Vardas95900         Pavarde95900             6.33      
Vardas95901         Pavarde95901             8.32      
Vardas95902         Pavarde95902             7.52      
Vardas95904         Pavarde95904             5.95      
Vardas95905         Pavarde95905             6.04      
Vardas95906         Pavarde95906             5.48      
Vardas95907         Pavarde95907             6.99      
Vardas9591          Pavarde9591              7.32      
Vardas95910         Pavarde95910             5.79      
Vardas95912         Pavarde95912             6.39      
Vardas95913         Pavarde95913             6.81      
Vardas95914         Pavarde95914             8.27      
Vardas95917         Pavarde95917             7.95      
Vardas95918         Pavarde95918             8.29      
Vardas95919         Pavarde95919             7.97      
Vardas9592          Pavarde9592              8.59      
Vardas95920         Pavarde95920             7.79      
Vardas95922         Pavarde95922             5.47      
Vardas95923         Pavarde95923             7.32      
Vardas95925         Pavarde95925             6.12      
Vardas95926         Pavarde95926             6.33      
Vardas95927         Pavarde95927             8.29      
Vardas9593          Pavarde9593              6.41      
Vardas95930         Pavarde95930             6.32      
Vardas95932         Pavarde95932             7.75      
Vardas95933         Pavarde95933             7.36      
Vardas95934         Pavarde95934             6.57      
Vardas95935         Pavarde95935             6.65      
Vardas95936         Pavarde95936             8.40      
Vardas95938         Pavarde95938             6.12      
Vardas95939         Pavarde95939             8.21      
Vardas9594          Pavarde9594              6.72      
Vardas95941         Pavarde95941             6.55      
Vardas95942         Pavarde95942             6.76      
Vardas95944         Pavarde95944             8.00      
Vardas95946         Pavarde95946             6.12      
Vardas95947         Pavarde95947             5.64      
Vardas95949         Pavarde95949             5.05      
Vardas95951         Pavarde95951             5.71      
Vardas95952         Pavarde95952             6.71      
Vardas95954         Pavarde95954             5.68      
Vardas95955         Pavarde95955             8.67      
Vardas95956         Pavarde95956             6.65      
Vardas95957         Pavarde95957             7.89      
Vardas95958         Pavarde95958             6.80      
Vardas95959         Pavarde95959             8.45      
Vardas95961         Pavarde95961             6.12      
Vardas95962         Pavarde95962             5.11      
Vardas95964         Pavarde95964             7.04      
Vardas95965         Pavarde95965             7.91      
Vardas95969         Pavarde95969             8.36      
Vardas9597          Pavarde9597              5.55      
Vardas95970         Pavarde95970             6.76      
Vardas95971         Pavarde95971             7.88      
Vardas95972         Pavarde95972             8.03      
Vardas95973         Pavarde95973             5.16      
Vardas95974         Pavarde95974             7.67      
Vardas95977         Pavarde95977             7.83      
Vardas95979         Pavarde95979             8.21      
Vardas9598          Pavarde9598              8.35      
Vardas95981         Pavarde95981             6.31      
Vardas95984         Pavarde95984             5.11      
Vardas95986         Pavarde95986             7.52      
Vardas95993         Pavarde95993             7.75      
Vardas95995         Pavarde95995             6.65      
Vardas95997         Pavarde95997             7.81      
Vardas95998         Pavarde95998             7.20      
Vardas96            Pavarde96                5.60      
Vardas9600          Pavarde9600              7.47      
Vardas96002         Pavarde96002             6.77      
Vardas96003         Pavarde96003             8.11      
Vardas96006         Pavarde96006             7.21      
Vardas96007         Pavarde96007             5.17      
Vardas96009         Pavarde96009             8.08      
Vardas9601          Pavarde9601              5.41      
Vardas96010         Pavarde96010             7.55      
Vardas96011         Pavarde96011             8.15      
Vardas96012         Pavarde96012             6.84      
Vardas96013         Pavarde96013             8.72      
Vardas96014         Pavarde96014             5.99      
Vardas96015         Pavarde96015             5.55      
Vardas96016         Pavarde96016             7.77      
Vardas96017         Pavarde96017             8.00      
Vardas96018         Pavarde96018             6.44      
Vardas96019         Pavarde96019             6.25      
Vardas9602          Pavarde9602              7.17      
Vardas96022         Pavarde96022             8.00      
Vardas96023         Pavarde96023             6.47      
Vardas96024         Pavarde96024             6.25      
